tr|A0A317C0B6|A0A317C0B6_9GAMM	sp|C6DK50|KATG_PECCP	33.962	0.13	48
tr|A0A317C0B8|A0A317C0B8_9GAMM	sp|O93852|ALO_CANAL	24.000	1.1	24
tr|A0A317C0C0|A0A317C0C0_9GAMM	sp|Q8HYN0|CP17A_PAPCY	35.484	0.36	13
tr|A0A317C0C6|A0A317C0C6_9GAMM	sp|A3PNX7|RBL_RHOS1	48.000	3.7	9
tr|A0A317C0C7|A0A317C0C7_9GAMM	sp|P46310|FAD3C_ARATH	51.613	5.0	17
tr|A0A317C0C8|A0A317C0C8_9GAMM	sp|Q8T8C0|NOS_BOMMO	30.645	0.31	25
tr|A0A317C0C9|A0A317C0C9_9GAMM	sp|Q9FNA2|PAO1_ARATH	36.170	1.4	34
tr|A0A317C0D5|A0A317C0D5_9GAMM	sp|Q2JPR2|PSBA1_SYNJB	32.558	1.4	35
tr|A0A317C0D7|A0A317C0D7_9GAMM	sp|Q1QFS0|RBL1C_NITHX	39.024	1.6	49
tr|A0A317C0D8|A0A317C0D8_9GAMM	sp|O62725|PGH2_NEOVI	45.833	0.32	18
tr|A0A317C0E4|A0A317C0E4_9GAMM	sp|Q1QFS0|RBL1C_NITHX	26.000	4.9	57
tr|A0A317C0E5|A0A317C0E5_9GAMM	sp|P29390|FRI2_MAIZE	27.778	1.4	13
tr|A0A317C0E7|A0A317C0E7_9GAMM	sp|O31266|HOD_PAENT	28.846	5.8	26
tr|A0A317C0E8|A0A317C0E8_9GAMM	sp|A1R7M9|MQO_PAEAT	25.000	1.3	80
tr|A0A317C0F4|A0A317C0F4_9GAMM	sp|Q09736|CP51_SCHPO	29.091	1.5	28
tr|A0A317C0F5|A0A317C0F5_9GAMM	sp|P46310|FAD3C_ARATH	26.027	0.68	35
tr|A0A317C0F7|A0A317C0F7_9GAMM	sp|P24706|SODC_ONCVO	26.667	0.21	35
tr|A0A317C0G1|A0A317C0G1_9GAMM	sp|Q59679|SODM_MANHA	57.895	0.50	32
tr|A0A317C0G6|A0A317C0G6_9GAMM	sp|P07826|PSBA1_SYNY3	25.000	3.4	72
tr|A0A317C0G7|A0A317C0G7_9GAMM	sp|P21398|AOFA_BOVIN	50.000	1.9	13
tr|A0A317C0H1|A0A317C0H1_9GAMM	sp|Q92110|CP1A1_ONCMY	28.205	9.2	15
tr|A0A317C0H5|A0A317C0H5_9GAMM	sp|Q5WZY1|KATG2_LEGPL	26.271	4.1	52
tr|A0A317C0H7|A0A317C0H7_9GAMM	sp|H1ZZA4|AUAG_STIAU	34.493	4.81e-63	89
tr|A0A317C0H8|A0A317C0H8_9GAMM	sp|A0A1E7MYN1|CTCP_KITAU	26.531	2.16e-08	57
tr|A0A317C0I1|A0A317C0I1_9GAMM	sp|D5CE32|RUTA_ENTCC	32.432	4.3	20
tr|A0A317C0I4|A0A317C0I4_9GAMM	sp|Q54L85|NSDHL_DICDI	22.569	8.42e-05	86
tr|A0A317C0I6|A0A317C0I6_9GAMM	sp|A0PL52|MHPB_MYCUA	22.989	6.5	12
tr|A0A317C0J1|A0A317C0J1_9GAMM	sp|O04773|C75A6_CAMME	27.083	3.3	57
tr|A0A317C0J3|A0A317C0J3_9GAMM	sp|P93147|C81E1_GLYEC	34.286	0.30	12
tr|A0A317C0J5|A0A317C0J5_9GAMM	sp|Q167Q3|KATG_ROSDO	32.143	5.6	29
tr|A0A317C0J6|A0A317C0J6_9GAMM	sp|Q5IZM4|CP51_MYCVP	20.879	0.91	31
tr|A0A317C0J8|A0A317C0J8_9GAMM	sp|O65202|ACOX1_ARATH	23.529	1.1	52
tr|A0A317C0K3|A0A317C0K3_9GAMM	sp|Q8HZK3|DUOX1_PIG	26.829	1.4	26
tr|A0A317C0K4|A0A317C0K4_9GAMM	sp|O44186|DEGS1_CAEEL	27.778	0.77	49
tr|A0A317C0K6|A0A317C0K6_9GAMM	sp|Q46E16|RBL_METBF	41.176	1.7	19
tr|A0A317C0K9|A0A317C0K9_9GAMM	sp|Q7XR84|FL3H3_ORYSJ	34.286	1.1	29
tr|A0A317C0L3|A0A317C0L3_9GAMM	sp|Q8K4B7|FMO4_RAT	30.488	0.065	27
tr|A0A317C0L4|A0A317C0L4_9GAMM	sp|A4FH01|T23O_SACEN	39.394	7.7	15
tr|A0A317C0L7|A0A317C0L7_9GAMM	sp|O61213|DUOX1_CAEEL	26.154	0.81	65
tr|A0A317C0L8|A0A317C0L8_9GAMM	sp|Q9SVU0|YUC8_ARATH	34.483	5.5	47
tr|A0A317C0M2|A0A317C0M2_9GAMM	sp|O85057|LIHY_GEOSE	43.478	5.1	11
tr|A0A317C0M5|A0A317C0M5_9GAMM	sp|Q6FS20|ALO_CANGA	31.707	4.9	29
tr|A0A317C0M7|A0A317C0M7_9GAMM	sp|B2II34|KATG_BEII9	27.941	0.38	13
tr|A0A317C0N0|A0A317C0N0_9GAMM	sp|Q8HZK2|DUOX2_PIG	27.778	4.1	32
tr|A0A317C0N2|A0A317C0N2_9GAMM	sp|Q8Z4K0|NADB_SALTI	28.889	4.3	16
tr|A0A317C0N5|A0A317C0N5_9GAMM	sp|Q89ER2|SSUD_BRADU	25.000	2.4	25
tr|A0A317C0N7|A0A317C0N7_9GAMM	sp|Q9LTX3|PPOX1_ARATH	30.337	1.92e-12	70
tr|A0A317C0P1|A0A317C0P1_9GAMM	sp|Q5QE79|AOXD_RAT	30.556	3.9	12
tr|A0A317C0P2|A0A317C0P2_9GAMM	sp|Q9ZTP4|ZDS_MAIZE	53.846	0.45	6
tr|A0A317C0P5|A0A317C0P5_9GAMM	sp|Q5YW75|ECTD_NOCFA	25.143	0.29	55
tr|A0A317C0P6|A0A317C0P6_9GAMM	sp|P28403|RBL_DROBI	32.787	1.9	86
tr|A0A317C0Q1|A0A317C0Q1_9GAMM	sp|O94457|ERG31_SCHPO	41.935	1.4	9
tr|A0A317C0Q2|A0A317C0Q2_9GAMM	sp|B5UAQ8|C7195_ESCCA	31.429	0.061	24
tr|A0A317C0Q5|A0A317C0Q5_9GAMM	sp|Q9ZHZ4|RBL2_HALNC	23.529	0.20	34
tr|A0A317C0Q9|A0A317C0Q9_9GAMM	sp|A9BVZ7|MTND_DELAS	37.143	0.52	6
tr|A0A317C0R1|A0A317C0R1_9GAMM	sp|A0A140IL90|C96T1_NARAP	32.759	0.18	25
tr|A0A317C0R3|A0A317C0R3_9GAMM	sp|P20372|PCXB_ACIAD	23.684	0.85	50
tr|A0A317C0R5|A0A317C0R5_9GAMM	sp|Q86BA1|MICAL_DROME	28.814	7.7	22
tr|A0A317C0R8|A0A317C0R8_9GAMM	sp|Q6BNP0|ERG27_DEBHA	27.350	0.88	36
tr|A0A317C0S1|A0A317C0S1_9GAMM	sp|Q8H191|PAO4_ARATH	44.444	2.3	13
tr|A0A317C0S2|A0A317C0S2_9GAMM	sp|Q16850|CP51A_HUMAN	34.000	9.4	16
tr|A0A317C0S7|A0A317C0S7_9GAMM	sp|A4XES9|CARDI_NOVAD	23.239	5.1	43
tr|A0A317C0S8|A0A317C0S8_9GAMM	sp|Q67VR7|ANS2_ORYSJ	33.333	0.43	25
tr|A0A317C0T1|A0A317C0T1_9GAMM	sp|O97554|PGH1_RABIT	25.532	2.3	25
tr|A0A317C0T4|A0A317C0T4_9GAMM	sp|Q0VTH3|ALKB2_ALCBS	42.424	9.3	11
tr|A0A317C0T6|A0A317C0T6_9GAMM	sp|P54781|ERG5_YEAST	25.000	2.5	19
tr|A0A317C0T8|A0A317C0T8_9GAMM	sp|P24011|COX2_BACSU	33.962	0.22	8
tr|A0A317C0U1|A0A317C0U1_9GAMM	sp|P56584|SIDA_USTMA	34.211	0.18	7
tr|A0A317C0U5|A0A317C0U5_9GAMM	sp|Q9ZP19|PPO1_IPOBA	24.444	2.4	23
tr|A0A317C0U6|A0A317C0U6_9GAMM	sp|Q9QZ82|CP11A_MOUSE	31.746	1.9	26
tr|A0A317C0U8|A0A317C0U8_9GAMM	sp|P0CY55|BLUB_RHOCA	32.692	0.023	23
tr|A0A317C0U9|A0A317C0U9_9GAMM	sp|P33518|COX1_HALSA	21.429	0.14	18
tr|A0A317C0V1|A0A317C0V1_9GAMM	sp|Q87D19|NADB_XYLFT	38.636	0.56	9
tr|A0A317C0V4|A0A317C0V4_9GAMM	sp|Q6BQZ1|SODM_DEBHA	48.148	1.2	16
tr|A0A317C0V6|A0A317C0V6_9GAMM	sp|Q9PET6|MQO_XYLFA	23.353	0.47	56
tr|A0A317C0V9|A0A317C0V9_9GAMM	sp|P11428|SODC2_MAIZE	35.135	3.6	30
tr|A0A317C0W0|A0A317C0W0_9GAMM	sp|Q6SSJ6|MOBA_COMTE	34.615	1.1	17
tr|A0A317C0W3|A0A317C0W3_9GAMM	sp|P80064|HPPD_PSEUJ	25.926	0.51	84
tr|A0A317C0W4|A0A317C0W4_9GAMM	sp|P27431|ROXA_ECOLI	28.070	7.4	10
tr|A0A317C0W5|A0A317C0W5_9GAMM	sp|Q2YUU9|SODM2_STAAB	34.783	4.9	11
tr|A0A317C0W7|A0A317C0W7_9GAMM	sp|Q6VVW9|CP2R1_MOUSE	33.333	3.3	58
tr|A0A317C0W9|A0A317C0W9_9GAMM	sp|P55307|CATA1_HORVU	36.667	1.4	21
tr|A0A317C0X1|A0A317C0X1_9GAMM	sp|P27652|LUCI_RENRE	26.786	0.38	34
tr|A0A317C0X2|A0A317C0X2_9GAMM	sp|A1TZH9|KATG_MARHV	31.373	7.9	26
tr|A0A317C0X4|A0A317C0X4_9GAMM	sp|Q08306|PPOD_SOLLC	30.769	0.095	22
tr|A0A317C0X5|A0A317C0X5_9GAMM	sp|Q95328|CP17A_HORSE	41.935	2.2	17
tr|A0A317C0X6|A0A317C0X6_9GAMM	sp|O30563|SODM_BORBU	31.818	0.26	25
tr|A0A317C0X9|A0A317C0X9_9GAMM	sp|Q9LFD2|LAC8_ARATH	25.000	0.73	14
tr|A0A317C0Y1|A0A317C0Y1_9GAMM	sp|P00432|CATA_BOVIN	30.233	7.4	48
tr|A0A317C0Y2|A0A317C0Y2_9GAMM	sp|Q9X6W9|SODF_AQUPY	35.714	4.0	14
tr|A0A317C0Y3|A0A317C0Y3_9GAMM	sp|Q82AL0|COX2_STRAW	36.842	0.55	10
tr|A0A317C0Y4|A0A317C0Y4_9GAMM	sp|O65782|C83B1_ARATH	31.034	0.96	22
tr|A0A317C0Y7|A0A317C0Y7_9GAMM	sp|Q6TBX7|LUT1_ARATH	42.308	1.6	27
tr|A0A317C0Z0|A0A317C0Z0_9GAMM	sp|P16881|RBS_EUGGR	23.404	0.93	28
tr|A0A317C0Z2|A0A317C0Z2_9GAMM	sp|Q69BK0|UCRI_COLPO	23.932	2.0	33
tr|A0A317C0Z3|A0A317C0Z3_9GAMM	sp|D4GPK6|LACC_HALVD	19.481	1.9	26
tr|A0A317C0Z5|A0A317C0Z5_9GAMM	sp|Q8R086|SUOX_MOUSE	38.462	2.0	5
tr|A0A317C0Z8|A0A317C0Z8_9GAMM	sp|Q8KHV6|REBD_NOCAE	27.660	4.7	20
tr|A0A317C0Z9|A0A317C0Z9_9GAMM	sp|Q55710|THIOG_SYNY3	29.213	3.8	24
tr|A0A317C100|A0A317C100_9GAMM	sp|P24460|CP2BB_CANLF	34.921	2.5	15
tr|A0A317C102|A0A317C102_9GAMM	sp|P06617|TR2M_PSESS	24.299	2.7	15
tr|A0A317C103|A0A317C103_9GAMM	sp|Q9KMY3|HMP_VIBCH	31.746	0.82	54
tr|A0A317C107|A0A317C107_9GAMM	sp|B2HJU4|MQO_MYCMM	27.174	8.2	46
tr|A0A317C108|A0A317C108_9GAMM	sp|Q3IQZ9|KATG_NATPD	28.235	1.2	47
tr|A0A317C109|A0A317C109_9GAMM	sp|P12676|CHOD_STRS0	31.111	0.24	12
tr|A0A317C110|A0A317C110_9GAMM	sp|P59723|HIF1N_DANRE	28.409	0.50	30
tr|A0A317C111|A0A317C111_9GAMM	sp|F2JXJ3|LODA_MARM1	26.549	6.23e-38	75
tr|A0A317C113|A0A317C113_9GAMM	sp|P33261|CP2CJ_HUMAN	34.783	2.7	14
tr|A0A317C117|A0A317C117_9GAMM	sp|Q69BK2|UCRI_THEGE	56.250	4.9	42
tr|A0A317C118|A0A317C118_9GAMM	sp|A4QUT2|KATG2_MAGO7	30.000	1.7	18
tr|A0A317C119|A0A317C119_9GAMM	sp|Q8AVF5|CMAH_XENLA	29.167	6.2	17
tr|A0A317C120|A0A317C120_9GAMM	sp|P47990|XDH_CHICK	41.765	0.0	94
tr|A0A317C121|A0A317C121_9GAMM	sp|P0ABI9|CYOB_ECOL6	38.889	3.0	20
tr|A0A317C125|A0A317C125_9GAMM	sp|Q9C8L4|ETHE1_ARATH	41.935	2.33e-04	25
tr|A0A317C131|A0A317C131_9GAMM	sp|Q59623|SODC_NEIMB	33.333	3.1	22
tr|A0A317C132|A0A317C132_9GAMM	sp|P0ABK1|CYDA_SHIFL	37.037	1.8	32
tr|A0A317C133|A0A317C133_9GAMM	sp|B2GFJ0|MQO_KOCRD	36.667	0.90	44
tr|A0A317C134|A0A317C134_9GAMM	sp|P42321|CATA_PROMI	28.689	0.025	37
tr|A0A317C135|A0A317C135_9GAMM	sp|P08681|COX1_CHLRE	30.159	0.56	56
tr|A0A317C138|A0A317C138_9GAMM	sp|P25699|FRI_PHAVU	32.836	5.6	98
tr|A0A317C139|A0A317C139_9GAMM	sp|A4HU70|JBP1_LEIIN	21.591	0.27	50
tr|A0A317C142|A0A317C142_9GAMM	sp|P29871|COX2_ADABI	24.444	1.6	23
tr|A0A317C143|A0A317C143_9GAMM	sp|B1YU52|HEM6_BURA4	30.357	2.1	19
tr|A0A317C145|A0A317C145_9GAMM	sp|O04773|C75A6_CAMME	41.667	0.43	22
tr|A0A317C146|A0A317C146_9GAMM	sp|Q7W977|ECTD_BORPA	25.991	1.34e-08	79
tr|A0A317C148|A0A317C148_9GAMM	sp|P54978|CRTI_PARSN	35.294	2.1	2
tr|A0A317C149|A0A317C149_9GAMM	sp|Q7N574|LUXB_PHOLL	42.857	7.8	6
tr|A0A317C152|A0A317C152_9GAMM	sp|Q04468|TCMO_HELTU	33.333	2.9	48
tr|A0A317C153|A0A317C153_9GAMM	sp|Q6YPG5|NOS_ORYSJ	24.352	2.4	48
tr|A0A317C155|A0A317C155_9GAMM	sp|Q1DDU6|KMO_MYXXD	32.609	0.068	32
tr|A0A317C156|A0A317C156_9GAMM	sp|Q2W3S5|RBL2_MAGSA	36.364	0.27	33
tr|A0A317C161|A0A317C161_9GAMM	sp|A2XCN6|LAC18_ORYSI	35.593	0.023	24
tr|A0A317C163|A0A317C163_9GAMM	sp|A0R5N0|EGTB_MYCS2	34.459	5.96e-12	31
tr|A0A317C167|A0A317C167_9GAMM	sp|P0CB42|ALKB1_MOUSE	30.769	0.66	21
tr|A0A317C168|A0A317C168_9GAMM	sp|Q6IV13|C7D95_MENSP	39.286	0.75	21
tr|A0A317C169|A0A317C169_9GAMM	sp|Q9HVF1|MQO2_PSEAE	38.000	0.016	91
tr|A0A317C172|A0A317C172_9GAMM	sp|Q6MK45|PDXH_BDEBA	32.692	4.0	25
tr|A0A317C173|A0A317C173_9GAMM	sp|A6MFL0|OXLA_DEMVE	35.938	0.70	13
tr|A0A317C176|A0A317C176_9GAMM	sp|Q9XJ38|CAO_DUNSA	32.500	1.5	12
tr|A0A317C177|A0A317C177_9GAMM	sp|Q9X406|MSMD_METHY	34.375	1.9	9
tr|A0A317C180|A0A317C180_9GAMM	sp|I6WZK7|MMCO_MYCTU	32.680	3.14e-43	78
tr|A0A317C180|A0A317C180_9GAMM	sp|I6WZK7|MMCO_MYCTU	34.868	9.70e-21	78
tr|A0A317C181|A0A317C181_9GAMM	sp|B3NU20|NO66_DROER	32.203	0.17	60
tr|A0A317C183|A0A317C183_9GAMM	sp|Q9UJM8|HAOX1_HUMAN	35.088	0.19	18
tr|A0A317C184|A0A317C184_9GAMM	sp|Q9PBB2|KATG_XYLFA	23.596	3.9	56
tr|A0A317C186|A0A317C186_9GAMM	sp|P50264|FMS1_YEAST	37.255	1.5	19
tr|A0A317C188|A0A317C188_9GAMM	sp|Q5U4U6|T23O_XENLA	36.842	7.0	12
tr|A0A317C190|A0A317C190_9GAMM	sp|Q27487|CATA1_CAEEL	45.000	3.4	19
tr|A0A317C191|A0A317C191_9GAMM	sp|Q3HRQ2|GLOX_VITPS	21.374	1.4	14
tr|A0A317C193|A0A317C193_9GAMM	sp|I1S2N3|GAOA_GIBZE	29.109	2.40e-36	60
tr|A0A317C194|A0A317C194_9GAMM	sp|Q5YZ37|COX2_NOCFA	25.472	2.8	20
tr|A0A317C197|A0A317C197_9GAMM	sp|Q4WY82|PPOC_ASPFU	45.455	0.32	7
tr|A0A317C199|A0A317C199_9GAMM	sp|H3JQW0|OTEMO_PSEPU	34.091	0.32	27
tr|A0A317C1A0|A0A317C1A0_9GAMM	sp|B4MSH7|T23O_DROWI	27.381	0.93	36
tr|A0A317C1A2|A0A317C1A2_9GAMM	sp|Q9C169|CAT3_NEUCR	34.211	4.8	11
tr|A0A317C1A3|A0A317C1A3_9GAMM	sp|G3X982|AOXC_MOUSE	35.821	0.45	30
tr|A0A317C1A4|A0A317C1A4_9GAMM	sp|Q9AIX6|BOXA_AZOEV	38.710	6.59e-08	33
tr|A0A317C1A7|A0A317C1A7_9GAMM	sp|P54783|ALO_YEAST	45.833	4.1	6
tr|A0A317C1A9|A0A317C1A9_9GAMM	sp|P0CS93|GAOA_GIBZA	29.400	1.26e-40	61
tr|A0A317C1B1|A0A317C1B1_9GAMM	sp|Q4L643|CATA_STAHJ	42.424	3.8	6
tr|A0A317C1B2|A0A317C1B2_9GAMM	sp|Q57X81|JBP2_TRYB2	29.730	0.002	23
tr|A0A317C1B3|A0A317C1B3_9GAMM	sp|A3KP59|RIOX1_DANRE	37.500	2.4	11
tr|A0A317C1B5|A0A317C1B5_9GAMM	sp|Q3V1T4|P3H1_MOUSE	32.500	1.4	15
tr|A0A317C1B7|A0A317C1B7_9GAMM	sp|Q06069|CPXM_BACME	30.928	0.16	18
tr|A0A317C1B9|A0A317C1B9_9GAMM	sp|Q9R1J8|P3H1_RAT	28.205	2.9	12
tr|A0A317C1C1|A0A317C1C1_9GAMM	sp|P05489|COX1_PARTE	30.000	0.36	23
tr|A0A317C1C3|A0A317C1C3_9GAMM	sp|Q08855|COX1_RHILE	30.882	1.5	42
tr|A0A317C1C4|A0A317C1C4_9GAMM	sp|Q95328|CP17A_HORSE	42.857	8.7	23
tr|A0A317C1C5|A0A317C1C5_9GAMM	sp|P40859|MSOX_BACB0	29.787	0.007	21
tr|A0A317C1C8|A0A317C1C8_9GAMM	sp|Q8D951|KATG_VIBVU	45.455	2.9	7
tr|A0A317C1C9|A0A317C1C9_9GAMM	sp|P48419|C75A3_PETHY	58.333	2.8	17
tr|A0A317C1D2|A0A317C1D2_9GAMM	sp|Q21795|KMO_CAEEL	28.571	2.2	17
tr|A0A317C1D3|A0A317C1D3_9GAMM	sp|P84888|AAUB_ALCFA	21.831	0.45	41
tr|A0A317C1D4|A0A317C1D4_9GAMM	sp|B2FL98|KMO_STRMK	36.842	2.5	16
tr|A0A317C1D5|A0A317C1D5_9GAMM	sp|Q8EEB0|KDNB_SHEON	20.000	6.27e-06	70
tr|A0A317C1D9|A0A317C1D9_9GAMM	sp|Q759W0|CP51_ASHGO	28.395	0.76	17
tr|A0A317C1E0|A0A317C1E0_9GAMM	sp|P65422|MQO1_STAAN	31.884	0.25	89
tr|A0A317C1E1|A0A317C1E1_9GAMM	sp|P05050|ALKB_ECOLI	55.869	2.34e-89	98
tr|A0A317C1E6|A0A317C1E6_9GAMM	sp|Q28056|ASPH_BOVIN	30.120	10.0	20
tr|A0A317C1E7|A0A317C1E7_9GAMM	sp|Q12452|ERG27_YEAST	25.000	3.1	20
tr|A0A317C1E8|A0A317C1E8_9GAMM	sp|P0DB21|GLPO_STRPQ	28.571	0.52	27
tr|A0A317C1E9|A0A317C1E9_9GAMM	sp|D4APX3|LAC1_ARTBC	27.586	2.0	15
tr|A0A317C1F0|A0A317C1F0_9GAMM	sp|Q43191|LOX15_SOLTU	38.462	2.6	14
tr|A0A317C1F1|A0A317C1F1_9GAMM	sp|O44186|DEGS1_CAEEL	23.864	0.23	21
tr|A0A317C1F4|A0A317C1F4_9GAMM	sp|Q7V3Y9|ACSF_PROMM	25.962	3.8	33
tr|A0A317C1F6|A0A317C1F6_9GAMM	sp|P9WPP2|CP124_MYCTO	23.626	0.62	27
tr|A0A317C1F7|A0A317C1F7_9GAMM	sp|P16262|COX1_BACP3	27.500	0.93	14
tr|A0A317C1F8|A0A317C1F8_9GAMM	sp|P49602|CP51_USTMA	36.667	1.6	20
tr|A0A317C1F9|A0A317C1F9_9GAMM	sp|O65727|ERG11_BRANA	30.189	5.0	26
tr|A0A317C1G2|A0A317C1G2_9GAMM	sp|P19840|LUXB1_PHOLU	26.136	0.29	42
tr|A0A317C1G3|A0A317C1G3_9GAMM	sp|Q6NGA3|QCRB_CORDI	29.412	7.2	9
tr|A0A317C1G4|A0A317C1G4_9GAMM	sp|P86938|JBP1_TRYB2	40.909	0.32	9
tr|A0A317C1G6|A0A317C1G6_9GAMM	sp|Q96VB8|CATA_CANBO	33.333	0.61	34
tr|A0A317C1G7|A0A317C1G7_9GAMM	sp|Q00985|ACCO1_MALDO	33.333	4.4	5
tr|A0A317C1G8|A0A317C1G8_9GAMM	sp|O61309|NOS_LYMST	27.027	0.22	33
tr|A0A317C1G9|A0A317C1G9_9GAMM	sp|Q7WUM8|HMP_RHIME	23.853	2.4	39
tr|A0A317C1H3|A0A317C1H3_9GAMM	sp|Q8CG71|P3H2_MOUSE	25.676	2.8	14
tr|A0A317C1H4|A0A317C1H4_9GAMM	sp|Q8FP91|MQO_COREF	42.105	3.7	15
tr|A0A317C1H5|A0A317C1H5_9GAMM	sp|Q12797|ASPH_HUMAN	25.714	0.62	20
tr|A0A317C1H6|A0A317C1H6_9GAMM	sp|B1YIX9|MTND_EXIS2	28.889	0.22	16
tr|A0A317C1H7|A0A317C1H7_9GAMM	sp|A4JPG0|KATG2_BURVG	30.000	0.51	26
tr|A0A317C1H8|A0A317C1H8_9GAMM	sp|Q0SJK9|PRMA_RHOJR	31.481	0.78	13
tr|A0A317C1H9|A0A317C1H9_9GAMM	sp|B0SW63|RUTA_CAUSK	30.263	0.31	11
tr|A0A317C1I3|A0A317C1I3_9GAMM	sp|Q1GCU3|KATG_RUEST	36.364	0.46	39
tr|A0A317C1I4|A0A317C1I4_9GAMM	sp|A8LTG4|KATG_DINSH	22.152	0.77	51
tr|A0A317C1I5|A0A317C1I5_9GAMM	sp|P72848|HEM6_SYNY3	26.923	0.030	9
tr|A0A317C1I6|A0A317C1I6_9GAMM	sp|O74935|ACOX2_YARLI	28.571	1.2	23
tr|A0A317C1I7|A0A317C1I7_9GAMM	sp|Q9C788|C70B1_ARATH	35.294	5.9	24
tr|A0A317C1I8|A0A317C1I8_9GAMM	sp|Q5FP90|MQO_GLUOX	29.231	2.3	14
tr|A0A317C1I9|A0A317C1I9_9GAMM	sp|Q6Q272|HPAH_ACIBA	27.778	1.8	8
tr|A0A317C1J1|A0A317C1J1_9GAMM	sp|P0CO49|KMO_CRYNB	25.373	0.013	42
tr|A0A317C1J2|A0A317C1J2_9GAMM	sp|B9JHZ9|HGD_AGRRK	31.481	4.8	18
tr|A0A317C1J5|A0A317C1J5_9GAMM	sp|Q5R6K5|PLOD3_PONAB	25.503	0.093	30
tr|A0A317C1J7|A0A317C1J7_9GAMM	sp|Q8I1F6|PPO3_DROER	50.000	2.0	35
tr|A0A317C1J8|A0A317C1J8_9GAMM	sp|Q01772|GLOX_PHACH	33.333	3.6	55
tr|A0A317C1J9|A0A317C1J9_9GAMM	sp|O77206|LUCIF_LINPO	29.870	0.48	20
tr|A0A317C1J9|A0A317C1J9_9GAMM	sp|O77206|LUCIF_LINPO	27.273	3.8	20
tr|A0A317C1K1|A0A317C1K1_9GAMM	sp|P24460|CP2BB_CANLF	34.921	2.5	15
tr|A0A317C1K2|A0A317C1K2_9GAMM	sp|O04790|C75A7_EUSER	46.875	7.4	10
tr|A0A317C1K3|A0A317C1K3_9GAMM	sp|B3RFJ6|86A22_PETHY	22.963	0.28	29
